bearing,bearing_risk(HH),bearing_risk(30),bearing_risk(45),bearing_risk(60)
69.2,6.944751385,5.519005529,5.409834258,2.83955801
69.3,6.838342548,5.573149181,5.448839788,2.885303865
69.4,6.773591164,5.361215469,5.529834259,2.876353588
69.5,6.659779008,5.140220999,5.258342546,2.943204423
69.6,6.65955801,5.189060777,5.097790059,2.900994477
69.7,6.603977906,5.131933703,5.016353595,2.834254144
69.8,6.564198898,5.08784531,5.017127074,2.766408843
69.9,6.403646406,5.087955809,4.974033156,2.77082873
70,6.289834256,5.11513813,4.903535922,2.982430944
70.1,6.280773485,5.009392274,4.96906078,2.913149173
70.2,6.338342542,5.043425417,4.951491722,2.904530394
70.3,6.163977902,4.968066306,4.906298347,3.027292829
70.4,6.109834257,4.979226522,4.979779014,3.086187847
70.5,6.033149176,4.739447527,4.637679565,3.097569065
70.6,6.012154695,4.597569068,4.576022113,2.999116031
70.7,6.028618786,4.527071827,4.49049725,3.043756911
70.8,5.872375689,4.510276246,4.402209956,3.04861879
70.9,5.799779014,4.580331496,4.328950284,3.077127074
71,5.855801108,4.559226526,4.37701658,3.079116028
71.1,5.771381217,4.530165756,4.439558021,3.113370168
71.2,5.755248625,4.515801112,4.330055256,3.152486195
71.3,5.784640888,4.544088402,4.436353595,3.207071826
71.4,5.687071828,4.419889509,4.407845311,3.292375699
71.5,5.687513815,4.281325978,4.148950286,3.302099458
71.6,5.603425418,4.136353606,4.170055259,3.163646422
71.7,5.55944752,4.072265197,3.974364656,3.141546966
71.8,5.391712713,4.117790062,3.988729297,3.263425419
71.9,5.450607739,4.054033159,3.99204421,3.253701667
72,5.474917133,4.098563545,3.999226533,3.331933711
72.1,5.387403321,4.082762442,4.02685084,3.340662998
72.2,5.343867412,4.080331503,3.96154697,3.307624327
72.3,5.272707184,4.064198906,4.03779007,3.417016584
72.4,5.176574585,4.056574592,3.946519342,3.340883984
72.5,5.177016582,3.831381227,3.766740342,3.441436473
72.6,4.949281778,3.733480677,3.604972387,3.36651935
72.7,5.016132602,3.713149182,3.611933715,3.312817687
72.8,4.844530392,3.676132606,3.591602216,3.397458575
72.9,4.837569069,3.697458571,3.456243098,3.356022105
73,4.791823211,3.635027632,3.521657467,3.425856367
73.1,4.699337023,3.603977911,3.471270726,3.353922666
73.2,4.692154705,3.681988961,3.482099462,3.339889508
73.3,4.660662989,3.667292829,3.474364652,3.350828736
73.4,4.650718239,3.570165753,3.497016582,3.403314926
73.5,4.635359121,3.447624317,3.388839783,3.252154702
73.6,4.505193381,3.366519342,3.32629835,3.15580111
73.7,4.547734819,3.314143654,3.206629847,3.073812161
73.8,4.459668514,3.27071824,3.204640889,3.024088404
73.9,4.380221,3.192817685,3.103093933,2.95016575
74,4.326077355,3.201104982,3.098232052,3.041657466
74.1,4.382762441,3.180994485,3.068839784,3.039889508
74.2,4.241767967,3.216353601,3.119447521,2.961657466
74.3,4.215138133,3.170055257,3.07834255,2.917569067
74.4,4.236574594,3.143204431,3.102209953,3.079005538
74.5,4.135027639,3.032044208,3.000000009,2.869281771
74.6,4.136906082,2.902430949,2.852928188,2.815801115
74.7,4.091823216,2.978895034,2.793591168,2.772928181
74.8,4.062762439,2.846077355,2.769723761,2.695911607
74.9,4.107624316,2.857569068,2.730055253,2.66453039
75,3.923756907,2.804088404,2.756795587,2.655469619
75.1,3.943756918,2.779116026,2.725524866,2.633370169
75.2,3.824530392,2.793149176,2.698121552,2.580110504
75.3,3.85370166,2.812817685,2.710055251,2.684198901
75.4,3.787845314,2.777569067,2.708397796,2.660773485
75.5,3.809281777,2.688397796,2.541988959,2.550939234
75.6,3.7243094,2.557016582,2.494806633,2.440773482
75.7,3.710828738,2.562209951,2.473701665,2.340441996
75.8,3.600662989,2.498011054,2.39337017,2.305524866
75.9,3.618784538,2.47790056,2.33447514,2.266408848
76,3.615138131,2.459558015,2.408729285,2.253812156
76.1,3.464861886,2.460000005,2.309502771,2.336795583
76.2,3.458784533,2.430939232,2.294143651,2.259668517
76.3,3.429281775,2.425635363,2.299558016,2.306850832
76.4,3.451712718,2.414033156,2.27745857,2.278563542
76.5,3.402872937,2.307624311,2.258784536,2.254696139
76.6,3.29668509,2.273038678,2.213812159,2.116022104
76.7,3.294806638,2.185966858,2.156685089,2.083425418
76.8,3.170828737,2.145524869,2.06110498,1.97060774
76.9,3.18110498,2.126850835,2.089060778,1.996243096
77,3.151491717,2.079337022,2.066629843,1.970939234
77.1,3.079558014,2.089502769,1.99082874,1.928729288
77.2,3.030276252,2.087513815,1.984530392,1.929834259
77.3,2.920000006,2.094475143,2.039558017,1.955248622
77.4,2.871933703,2.064198902,1.998674039,1.970497241
77.5,2.83138122,2.006519345,1.953812157,1.887624313
77.6,2.941767962,1.922099455,1.863204421,1.802099449
77.7,2.837679565,1.86740332,1.7721547,1.764861884
77.8,2.814364648,1.849944756,1.747182327,1.681767959
77.9,2.796243099,1.811602216,1.760552488,1.631602214
78,2.692375696,1.792265197,1.703093924,1.658453044
78.1,2.723535913,1.765856358,1.707955804,1.631160228
78.2,2.664861882,1.763314921,1.722983428,1.655359119
78.3,2.615469614,1.748176797,1.660883982,1.626961335
78.4,2.604861883,1.761215475,1.647624313,1.594917132
78.5,2.615911604,1.734917129,1.692596688,1.603425424
78.6,2.541325968,1.629171273,1.57723757,1.537569064
78.7,2.538011055,1.55392266,1.530055254,1.503756909
78.8,2.498232047,1.550939235,1.473370176,1.479668516
78.9,2.522320448,1.524088405,1.508066306,1.401546969
79,2.412817683,1.496795589,1.417569066,1.417679567
79.1,2.403204426,1.483535918,1.422762437,1.365082881
79.2,2.463646415,1.458232053,1.398011054,1.388508296
79.3,2.394696137,1.460221004,1.395359126,1.389281777
79.4,2.338342544,1.467955811,1.4162431,1.33359117
79.5,2.294033153,1.442651942,1.389392271,1.348950282
79.6,2.243756907,1.371602215,1.39071824,1.330607739
79.7,2.159226523,1.291823212,1.288508293,1.221436469
79.8,2.142762434,1.275469621,1.233149177,1.155248627
79.9,2.081215468,1.271712715,1.196795589,1.110497248
80,2.132375693,1.243756915,1.17988951,1.0963536
80.1,2.168287295,1.224198903,1.16298343,1.163535919
80.2,2.129392268,1.187513817,1.146629841,1.118895031
80.3,2.048176799,1.18298343,1.134033155,1.126740339
80.4,2.102099453,1.172154701,1.136464093,1.065414372
80.5,1.955359123,1.198674039,1.145966854,1.099779012
80.6,1.95668509,1.114917132,1.127955805,1.060662988
80.7,1.849944758,1.081104976,1.063093926,1.021104974
80.8,1.850165754,1.033370168,1.013701655,0.970607736
80.9,1.848397794,1.015248622,1.009171272,0.963535917
81,1.7762431,1.00287293,0.987734809,0.930828732
81.1,1.867182324,0.955027628,0.947292822,0.897900556
81.2,1.825745859,0.955359118,0.952375692,0.885303872
81.3,1.791491715,0.960220998,0.926740335,0.887071827
81.4,1.761988959,0.942320444,0.91491713,0.848066302
81.5,1.727182328,0.943204423,0.92972376,0.89657459
81.6,1.666187849,0.912596687,0.905745858,0.881215472
81.7,1.623093929,0.860220995,0.866629836,0.827845307
81.8,1.636464091,0.825745857,0.822762432,0.791602211
81.9,1.587292821,0.818895028,0.817348067,0.761104973
82,1.585856355,0.788839782,0.793480665,0.733480665
82.1,1.530607738,0.756022101,0.766850831,0.737569064
82.2,1.601767964,0.757127075,0.723093925,0.731933704
82.3,1.486961329,0.739447516,0.726850831,0.696574587
82.4,1.536353597,0.738784535,0.724972377,0.697900556
82.5,1.499558015,0.731491714,0.730939229,0.69005525
82.6,1.593149173,0.711491716,0.723535913,0.710939229
82.7,1.457900557,0.668397791,0.690276244,0.657458566
82.8,1.520773485,0.640662983,0.652375689,0.588508286
82.9,1.463204422,0.613259667,0.621988949,0.586961327
83,1.398674033,0.614917126,0.605082873,0.565745857
83.1,1.426077351,0.590607736,0.594364642,0.554143649
83.2,1.348397789,0.558563538,0.579116024,0.525303869
83.3,1.32740332,0.567513814,0.580773483,0.548839781
83.4,1.295138126,0.550386742,0.549171273,0.529502763
83.5,1.184640887,0.552928179,0.54928177,0.531491715
83.6,1.191712708,0.538674035,0.545303869,0.53093923
83.7,1.160000007,0.504309394,0.547845306,0.512375692
83.8,1.069502763,0.485193371,0.510386741,0.472928178
83.9,1.101546964,0.462762432,0.47524862,0.449281768
84,0.982099448,0.437348067,0.44320442,0.429502763
84.1,0.967292819,0.443756906,0.441988951,0.420220995
84.2,0.959779008,0.438784531,0.41723757,0.407955802
84.3,0.850939227,0.402762431,0.40607735,0.419668509
84.4,0.871381216,0.40243094,0.408508288,0.390165749
84.5,0.836243094,0.394475139,0.408287294,0.381878456
84.6,0.759005523,0.400773481,0.400662984,0.398232045
84.7,0.743425413,0.398674034,0.394585636,0.38917127
84.8,0.77314917,0.360220995,0.373259669,0.384751382
84.9,0.728397791,0.341325968,0.345966852,0.338342541
85,0.689392266,0.313480664,0.330276244,0.328508287
85.1,1.00243094,0.308950278,0.313480664,0.309944751
85.2,0.927955801,0.29690608,0.305082875,0.298121548
85.3,0.881878453,0.291491716,0.287624314,0.283535914
85.4,0.909834256,0.28375691,0.287513816,0.287845308
85.5,0.91160221,0.27944752,0.275690614,0.275690613
85.6,0.916685082,0.275690614,0.275690614,0.27259669
85.7,0.849834257,0.25944752,0.275690614,0.265082879
85.8,0.863756904,0.263093929,0.266408846,0.265082879
85.9,0.870939224,0.253922658,0.233038678,0.244088404
86,0.751491713,0.218453043,0.218342545,0.213812158
86.1,0.712928177,0.205193374,0.204751384,0.196243097
86.2,0.78441989,0.209502766,0.200773483,0.204751384
86.3,0.656464089,0.193038677,0.184309394,0.196906081
86.4,0.63569061,0.19337017,0.188729285,0.177348069
86.5,0.676132597,0.180552489,0.180773485,0.185303871
86.6,0.587513814,0.181657463,0.169944756,0.176906081
86.7,0.609281769,0.176906081,0.176906081,0.174696138
86.8,0.537016575,0.174696138,0.169944756,0.169944756
86.9,0.556243095,0.171933706,0.164530392,0.164751386
87,0.529060776,0.140662988,0.145303872,0.140441993
87.1,0.46530387,0.122983429,0.122983429,0.131933705
87.2,0.445524863,0.118895031,0.118895031,0.123646412
87.3,0.475911604,0.123646412,0.115027628,0.115027628
87.4,0.413701661,0.101436465,0.115138124,0.119779009
87.5,0.422872931,0.105193372,0.112044201,0.108397792
87.6,0.534585637,0.101436465,0.105193372,0.096685085
87.7,0.604530385,0.101436465,0.100441991,0.101436466
87.8,0.551933702,0.096685084,0.096685084,0.096685085
87.9,0.56044199,0.096685084,0.101436465,0.101436466
88,0.531491715,0.083535912,0.0920442,0.087734809
88.1,0.502983427,0.070497238,0.083204421,0.079116024
88.2,0.453701658,0.058895028,0.066519338,0.074585637
88.3,0.486187848,0.062872928,0.058895028,0.062762433
88.4,0.533038674,0.055248619,0.055248619,0.058895029
88.5,0.499337017,0.051933702,0.055248619,0.051933702
88.6,0.443756906,0.048287293,0.048287293,0.05524862
88.7,0.422762434,0.048287293,0.048287293,0.048287293
88.8,0.492707183,0.048287293,0.048287293,0.048287293
88.9,0.373370168,0.048287293,0.048287293,0.048287293
89,0.38928177,0.044088398,0.048287293,0.048287293
89.1,0.392817681,0.036243094,0.04,0.044088398
89.2,0.344640885,0.017790056,0.032265193,0.024751381
89.3,0.357569063,0.017790056,0.017790056,0.021657459
89.4,0.30486188,0.017790056,0.017790056,0.017790056
89.5,0.295801107,0.017790056,0.017790056,0.017790056
89.6,0.247624309,0.017790056,0.017790056,0.017790056
89.7,0.2920442,0.017790056,0.017790056,0.017790056
89.8,0.247955801,0.017790056,0.017790056,0.017790056
89.9,0.186408839,0.017790056,0.017790056,0.017790056
90,0.208397793,0.017790056,0.017790056,0.017790056
90.1,0,0,0,0
90.2,0,0,0,0
90.3,0,0,0,0
90.4,0,0,0,0
90.5,0,0,0,0
90.6,0,0,0,0
90.7,0,0,0,0
90.8,0,0,0,0
90.9,0,0,0,0
91,0,0,0,0
91.1,0,0,0,0
91.2,0,0,0,0
91.3,0,0,0,0
91.4,0,0,0,0
91.5,0,0,0,0
91.6,0,0,0,0
91.7,0,0,0,0
91.8,0,0,0,0
91.9,0,0,0,0
92,0,0,0,0
92.1,0,0,0,0
92.2,0,0,0,0
92.3,0,0,0,0
92.4,0,0,0,0
92.5,0,0,0,0
92.6,0,0,0,0
92.7,0,0,0,0
92.8,0,0,0,0
92.9,0,0,0,0
93,0,0,0,0
93.1,0,0,0,0
93.2,0,0,0,0
93.3,0,0,0,0
93.4,0,0,0,0
93.5,0,0,0,0
93.6,0,0,0,0
93.7,0,0,0,0
93.8,0,0,0,0
93.9,0,0,0,0
94,0,0,0,0
94.1,0,0,0,0
94.2,0,0,0,0
94.3,0,0,0,0
94.4,0,0,0,0
94.5,0,0,0,0
94.6,0,0,0,0
94.7,0,0,0,0
94.8,0,0,0,0
94.9,0,0,0,0
95,0,0,0,0
95.1,0,0,0,0
95.2,0,0,0,0
95.3,0,0,0,0
95.4,0,0,0,0
95.5,0,0,0,0
95.6,0,0,0,0
95.7,0,0,0,0
95.8,0,0,0,0
95.9,0,0,0,0
96,0,0,0,0
96.1,0,0,0,0
96.2,0,0,0,0
96.3,0,0,0,0
96.4,0,0,0,0
96.5,0,0,0,0
96.6,0,0,0,0
96.7,0,0,0,0
96.8,0,0,0,0
96.9,0,0,0,0
97,0,0,0,0
97.1,0,0,0,0
97.2,0,0,0,0
97.3,0,0,0,0
97.4,0,0,0,0
97.5,0,0,0,0
97.6,0,0,0,0
97.7,0,0,0,0
97.8,0,0,0,0
97.9,0,0,0,0
98,0,0,0,0
98.1,0,0,0,0
98.2,0,0,0,0
98.3,0,0,0,0
98.4,0,0,0,0
98.5,0,0,0,0
98.6,0,0,0,0
98.7,0,0,0,0
98.8,0,0,0,0
98.9,0,0,0,0
99,0,0,0,0
99.1,0,0,0,0
99.2,0,0,0,0
99.3,0,0,0,0
99.4,0,0,0,0
99.5,0,0,0,0
99.6,0,0,0,0
99.7,0,0,0,0
99.8,0,0,0,0
99.9,0,0,0,0
100,0,0,0,0
100.1,0,0,0,0
100.2,0,0,0,0
100.3,0,0,0,0
100.4,0,0,0,0
100.5,0,0,0,0
100.6,0,0,0,0
100.7,0,0,0,0
100.8,0,0,0,0
100.9,0,0,0,0
101,0,0,0,0
101.1,0,0,0,0
101.2,0,0,0,0
101.3,0,0,0,0
101.4,0,0,0,0
101.5,0,0,0,0
101.6,0,0,0,0
101.7,0,0,0,0
101.8,0,0,0,0
101.9,0,0,0,0
102,0,0,0,0
102.1,0,0,0,0
102.2,0,0,0,0
102.3,0,0,0,0
102.4,0,0,0,0
102.5,0,0,0,0
102.6,0,0,0,0
102.7,0,0,0,0
102.8,0,0,0,0
102.9,0,0,0,0
103,0,0,0,0
103.1,0,0,0,0
103.2,0,0,0,0
103.3,0,0,0,0
103.4,0,0,0,0
103.5,0,0,0,0
103.6,0,0,0,0
103.7,0,0,0,0
103.8,0,0,0,0
103.9,0,0,0,0
104,0,0,0,0
104.1,0,0,0,0
104.2,0,0,0,0
104.3,0,0,0,0
104.4,0,0,0,0
104.5,0,0,0,0
104.6,0,0,0,0
104.7,0,0,0,0
104.8,0,0,0,0
104.9,0,0,0,0
105,0,0,0,0
105.1,0,0,0,0
105.2,0,0,0,0
105.3,0,0,0,0
105.4,0,0,0,0
105.5,0,0,0,0
105.6,0,0,0,0
105.7,0,0,0,0
105.8,0,0,0,0
105.9,0,0,0,0
106,0,0,0,0
106.1,0,0,0,0
106.2,0,0,0,0
106.3,0,0,0,0
106.4,0,0,0,0
106.5,0,0,0,0
106.6,0,0,0,0
106.7,0,0,0,0
106.8,0,0,0,0
106.9,0,0,0,0
107,0,0,0,0
107.1,0,0,0,0
107.2,0,0,0,0
107.3,0,0,0,0
107.4,0,0,0,0
107.5,0,0,0,0
107.6,0,0,0,0
107.7,0,0,0,0
107.8,0,0,0,0
107.9,0,0,0,0
108,0,0,0,0
108.1,0,0,0,0
108.2,0,0,0,0
108.3,0,0,0,0
108.4,0,0,0,0
108.5,0,0,0,0
108.6,0,0,0,0
108.7,0,0,0,0
108.8,0,0,0,0
108.9,0,0,0,0
109,0,0,0,0
109.1,0,0,0,0
109.2,0,0,0,0
109.3,0,0,0,0
109.4,0,0,0,0
109.5,0,0,0,0
109.6,0,0,0,0
109.7,0,0,0,0
109.8,0,0,0,0
109.9,0,0,0,0
110,0,0,0,0
110.1,0,0,0,0
110.2,0,0,0,0
110.3,0,0,0,0
110.4,0,0,0,0
110.5,0,0,0,0
110.6,0,0,0,0
110.7,0,0,0,0
110.8,0,0,0,0
110.9,0,0,0,0
111,0,0,0,0
111.1,0,0,0,0
111.2,0,0,0,0
111.3,0,0,0,0
111.4,0,0,0,0
111.5,0,0,0,0
111.6,0,0,0,0
111.7,0,0,0,0
111.8,0,0,0,0
111.9,0,0,0,0
112,0,0,0,0
112.1,0,0,0,0
112.2,0,0,0,0
112.3,0,0,0,0
112.4,0,0,0,0
112.5,0,0,0,0
112.6,0,0,0,0
112.7,0,0,0,0
112.8,0,0,0,0
112.9,0,0,0,0
113,0,0,0,0
113.1,0,0,0,0
113.2,0,0,0,0
113.3,0,0,0,0
113.4,0,0,0,0
113.5,0,0,0,0
113.6,0,0,0,0
113.7,0,0,0,0
113.8,0,0,0,0
113.9,0,0,0,0
114,0,0,0,0
114.1,0,0,0,0
114.2,0,0,0,0
114.3,0,0,0,0
114.4,0,0,0,0
114.5,0,0,0,0
114.6,0,0,0,0
114.7,0,0,0,0
114.8,0,0,0,0
114.9,0,0,0,0
115,0,0,0,0
115.1,0,0,0,0
115.2,0,0,0,0
115.3,0,0,0,0
115.4,0,0,0,0
115.5,0,0,0,0
115.6,0,0,0,0
115.7,0,0,0,0
115.8,0,0,0,0
115.9,0,0,0,0
116,0,0,0,0
116.1,0,0,0,0
116.2,0,0,0,0
116.3,0,0,0,0
116.4,0,0,0,0
116.5,0,0,0,0
116.6,0,0,0,0
116.7,0,0,0,0
116.8,0,0,0,0
116.9,0,0,0,0
117,0,0,0,0
117.1,0,0,0,0
117.2,0,0,0,0
117.3,0,0,0,0
117.4,0,0,0,0
117.5,0,0,0,0
117.6,0,0,0,0
117.7,0,0,0,0
117.8,0,0,0,0
117.9,0,0,0,0
118,0,0,0,0
118.1,0,0,0,0
118.2,0,0,0,0
118.3,0,0,0,0
118.4,0,0,0,0
118.5,0,0,0,0
118.6,0,0,0,0
118.7,0,0,0,0
118.8,0,0,0,0
118.9,0,0,0,0
119,0,0,0,0
119.1,0,0,0,0
119.2,0,0,0,0
119.3,0,0,0,0
119.4,0,0,0,0
119.5,0,0,0,0
119.6,0,0,0,0
119.7,0,0,0,0
119.8,0,0,0,0
119.9,0,0,0,0
120,0,0,0,0
120.1,0,0,0,0
120.2,0,0,0,0
120.3,0,0,0,0
120.4,0,0,0,0
120.5,0,0,0,0
120.6,0,0,0,0
120.7,0,0,0,0
120.8,0,0,0,0
120.9,0,0,0,0
121,0,0,0,0
121.1,0,0,0,0
121.2,0,0,0,0
121.3,0,0,0,0
121.4,0,0,0,0
121.5,0,0,0,0
121.6,0,0,0,0
121.7,0,0,0,0
121.8,0,0,0,0
121.9,0,0,0,0
122,0,0,0,0
122.1,0,0,0,0
122.2,0,0,0,0
122.3,0,0,0,0
122.4,0,0,0,0
122.5,0,0,0,0
122.6,0,0,0,0
122.7,0,0,0,0
122.8,0,0,0,0
122.9,0,0,0,0
123,0,0,0,0
123.1,0,0,0,0
123.2,0,0,0,0
123.3,0,0,0,0
123.4,0,0,0,0
123.5,0,0,0,0
123.6,0,0,0,0
123.7,0,0,0,0
123.8,0,0,0,0
123.9,0,0,0,0
124,0,0,0,0
124.1,0,0,0,0
124.2,0,0,0,0
124.3,0,0,0,0
124.4,0,0,0,0
124.5,0,0,0,0
124.6,0,0,0,0
124.7,0,0,0,0
124.8,0,0,0,0
124.9,0,0,0,0
125,0,0,0,0
125.1,0,0,0,0
125.2,0,0,0,0
125.3,0,0,0,0
125.4,0,0,0,0
125.5,0,0,0,0
125.6,0,0,0,0
125.7,0,0,0,0
125.8,0,0,0,0
125.9,0,0,0,0
126,0,0,0,0
126.1,0,0,0,0
126.2,0,0,0,0
126.3,0,0,0,0
126.4,0,0,0,0
126.5,0,0,0,0
126.6,0,0,0,0
126.7,0,0,0,0
126.8,0,0,0,0
126.9,0,0,0,0
127,0,0,0,0
127.1,0,0,0,0
127.2,0,0,0,0
127.3,0,0,0,0
127.4,0,0,0,0
127.5,0,0,0,0
127.6,0,0,0,0
127.7,0,0,0,0
127.8,0,0,0,0
127.9,0,0,0,0
128,0,0,0,0
128.1,0,0,0,0
128.2,0,0,0,0
128.3,0,0,0,0
128.4,0,0,0,0
128.5,0,0,0,0
128.6,0,0,0,0
128.7,0,0,0,0
128.8,0,0,0,0
128.9,0,0,0,0
129,0,0,0,0
129.1,0,0,0,0
129.2,0,0,0,0
129.3,0,0,0,0
129.4,0,0,0,0
129.5,0,0,0,0
129.6,0,0,0,0
129.7,0,0,0,0
129.8,0,0,0,0
129.9,0,0,0,0
130,0,0,0,0
130.1,0,0,0,0
130.2,0,0,0,0
130.3,0,0,0,0
130.4,0,0,0,0
130.5,0,0,0,0
130.6,0,0,0,0
130.7,0,0,0,0
130.8,0,0,0,0
130.9,0,0,0,0
131,0,0,0,0
131.1,0,0,0,0
131.2,0,0,0,0
131.3,0,0,0,0
131.4,0,0,0,0
131.5,0,0,0,0
131.6,0,0,0,0
131.7,0,0,0,0
131.8,0,0,0,0
131.9,0,0,0,0
132,0,0,0,0
132.1,0,0,0,0
132.2,0,0,0,0
132.3,0,0,0,0
132.4,0,0,0,0
132.5,0,0,0,0
132.6,0,0,0,0
132.7,0,0,0,0
132.8,0,0,0,0
132.9,0,0,0,0
133,0,0,0,0
133.1,0,0,0,0
133.2,0,0,0,0
133.3,0,0,0,0
133.4,0,0,0,0
133.5,0,0,0,0
133.6,0,0,0,0
133.7,0,0,0,0
133.8,0,0,0,0
133.9,0,0,0,0
134,0,0,0,0
134.1,0,0,0,0
134.2,0,0,0,0
134.3,0,0,0,0
134.4,0,0,0,0
134.5,0,0,0,0
134.6,0,0,0,0
134.7,0,0,0,0
134.8,0,0,0,0
134.9,0,0,0,0
135,0,0,0,0
135.1,0,0,0,0
135.2,0,0,0,0
135.3,0,0,0,0
135.4,0,0,0,0
135.5,0,0,0,0
135.6,0,0,0,0
135.7,0,0,0,0
135.8,0,0,0,0
135.9,0,0,0,0
136,0,0,0,0
136.1,0,0,0,0
136.2,0,0,0,0
136.3,0,0,0,0
136.4,0,0,0,0
136.5,0,0,0,0
136.6,0,0,0,0
136.7,0,0,0,0
136.8,0,0,0,0
136.9,0,0,0,0
137,0,0,0,0
137.1,0,0,0,0
137.2,0,0,0,0
137.3,0,0,0,0
137.4,0,0,0,0
137.5,0,0,0,0
137.6,0,0,0,0
137.7,0,0,0,0
137.8,0,0,0,0
137.9,0,0,0,0
138,0,0,0,0
138.1,0,0,0,0
138.2,0,0,0,0
138.3,0,0,0,0
138.4,0,0,0,0
138.5,0,0,0,0
138.6,0,0,0,0
138.7,0,0,0,0
138.8,0,0,0,0
138.9,0,0,0,0
139,0,0,0,0
139.1,0,0,0,0
139.2,0,0,0,0
139.3,0,0,0,0
139.4,0,0,0,0
139.5,0,0,0,0
139.6,0,0,0,0
139.7,0,0,0,0
139.8,0,0,0,0
139.9,0,0,0,0
140,0,0,0,0
140.1,0,0,0,0
140.2,0,0,0,0
140.3,0,0,0,0
140.4,0,0,0,0
140.5,0,0,0,0
140.6,0,0,0,0
140.7,0,0,0,0
140.8,0,0,0,0
140.9,0,0,0,0
141,0,0,0,0
141.1,0,0,0,0
141.2,0,0,0,0
141.3,0,0,0,0
141.4,0,0,0,0
141.5,0,0,0,0
141.6,0,0,0,0
141.7,0,0,0,0
141.8,0,0,0,0
141.9,0,0,0,0
142,0,0,0,0
142.1,0,0,0,0
142.2,0,0,0,0
142.3,0,0,0,0
142.4,0,0,0,0
142.5,0,0,0,0
142.6,0,0,0,0
142.7,0,0,0,0
142.8,0,0,0,0
142.9,0,0,0,0
143,0,0,0,0
143.1,0,0,0,0
143.2,0,0,0,0
143.3,0,0,0,0
143.4,0,0,0,0
143.5,0,0,0,0
143.6,0,0,0,0
143.7,0,0,0,0
143.8,0,0,0,0
143.9,0,0,0,0
144,0,0,0,0
144.1,0,0,0,0
144.2,0,0,0,0
144.3,0,0,0,0
144.4,0,0,0,0
144.5,0,0,0,0
144.6,0,0,0,0
144.7,0,0,0,0
144.8,0,0,0,0
144.9,0,0,0,0
145,0,0,0,0
145.1,0,0,0,0
145.2,0,0,0,0
145.3,0,0,0,0
145.4,0,0,0,0
145.5,0,0,0,0
145.6,0,0,0,0
145.7,0,0,0,0
145.8,0,0,0,0
145.9,0,0,0,0
146,0,0,0,0
146.1,0,0,0,0
146.2,0,0,0,0
146.3,0,0,0,0
146.4,0,0,0,0
146.5,0,0,0,0
146.6,0,0,0,0
146.7,0,0,0,0
146.8,0,0,0,0
146.9,0,0,0,0
147,0,0,0,0
147.1,0,0,0,0
147.2,0,0,0,0
147.3,0,0,0,0
147.4,0,0,0,0
147.5,0,0,0,0
147.6,0,0,0,0
147.7,0,0,0,0
147.8,0,0,0,0
147.9,0,0,0,0
148,0,0,0,0
148.1,0,0,0,0
148.2,0,0,0,0
148.3,0,0,0,0
148.4,0,0,0,0
148.5,0,0,0,0
148.6,0,0,0,0
148.7,0,0,0,0
148.8,0,0,0,0
148.9,0,0,0,0
149,0,0,0,0
149.1,0,0,0,0
149.2,0,0,0,0
149.3,0,0,0,0
149.4,0,0,0,0
149.5,0,0,0,0
149.6,0,0,0,0
149.7,0,0,0,0
149.8,0,0,0,0
149.9,0,0,0,0
150,0,0,0,0
150.1,0,0,0,0
150.2,0,0,0,0
150.3,0,0,0,0
150.4,0,0,0,0
150.5,0,0,0,0
150.6,0,0,0,0
150.7,0,0,0,0
150.8,0,0,0,0
150.9,0,0,0,0
151,0,0,0,0
151.1,0,0,0,0
151.2,0,0,0,0
151.3,0,0,0,0
151.4,0,0,0,0
151.5,0,0,0,0
151.6,0,0,0,0
151.7,0,0,0,0
151.8,0,0,0,0
151.9,0,0,0,0
152,0,0,0,0
152.1,0,0,0,0
152.2,0,0,0,0
152.3,0,0,0,0
152.4,0,0,0,0
152.5,0,0,0,0
152.6,0,0,0,0
152.7,0,0,0,0
152.8,0,0,0,0
152.9,0,0,0,0
153,0,0,0,0
153.1,0,0,0,0
153.2,0,0,0,0
153.3,0,0,0,0
153.4,0,0,0,0
153.5,0,0,0,0
153.6,0,0,0,0
153.7,0,0,0,0
153.8,0,0,0,0
153.9,0,0,0,0
154,0,0,0,0
154.1,0,0,0,0
154.2,0,0,0,0
154.3,0,0,0,0
154.4,0,0,0,0
154.5,0,0,0,0
154.6,0,0,0,0
154.7,0,0,0,0
154.8,0,0,0,0
154.9,0,0,0,0
155,0,0,0,0
155.1,0,0,0,0
155.2,0,0,0,0
155.3,0,0,0,0
155.4,0,0,0,0
155.5,0,0,0,0
155.6,0,0,0,0
155.7,0,0,0,0
155.8,0,0,0,0
155.9,0,0,0,0
156,0,0,0,0
156.1,0,0,0,0
156.2,0,0,0,0
156.3,0,0,0,0
156.4,0,0,0,0
156.5,0,0,0,0
156.6,0,0,0,0
156.7,0,0,0,0
156.8,0,0,0,0
156.9,0,0,0,0
157,0,0,0,0
157.1,0,0,0,0
157.2,0,0,0,0
157.3,0,0,0,0
157.4,0,0,0,0
157.5,0,0,0,0
157.6,0,0,0,0
157.7,0,0,0,0
157.8,0,0,0,0
157.9,0,0,0,0
158,0,0,0,0
158.1,0,0,0,0
158.2,0,0,0,0
158.3,0,0,0,0
158.4,0,0,0,0
158.5,0,0,0,0
158.6,0,0,0,0
158.7,0,0,0,0
158.8,0,0,0,0
158.9,0,0,0,0
159,0,0,0,0
